"","text","id_str","lang","created_at","listed_count","location","user_id_str","description","followers_count","friends_count","screen_name","full_name","place_name","place_lat","place_lon","lat","lon"
"276","Yoooooo Tennessee","7.8236e+17","en","Sat Oct 01 23:20:58 +0000 2016",6,"Toronto","22737245","TOCINO (To-see-NO) : The Sweet Side of Bacon. 1180 Queen St. W
 Thur-6pm-12am 
 Fri&Sat-6pm-3am",239,128,"TocinoBoys","Toronto, Ontario","Toronto",43.629311,-79.2725695,43.64296,-79.42578
"277","RT @: Hillary is really losing it now. All she does is copy everything Trump does. https://t.co/ju4H6QQk5F","7.8236e+17","en","Sat Oct 01 23:20:58 +0000 2016",664,NA,"614471194",NA,291,0,"JobsAtNordstrom","Newark, DE","Newark",39.6790935,-75.7560985,39.6837226,-75.7496572
"278","RT @: BREAKING! Supreme Court EXPLODES Hillarys Debate LIE, Shes TOAST! https://t.co/2mlIDQVWz9","7.8236e+17","en","Sat Oct 01 23:20:59 +0000 2016",26,"North Park","25575454","Pay no attention to the Man behind the curtain",126,440,"scorpious81","San Diego, CA","San Diego",32.810012,-117.104989,32.7635,-117.12
"279","RT @: Are the NYT, CNN, NPR and so forth going to cover the hacked audio revealing HRC's contempt for Sanders supporters? https://t.","7.8236e+17","en","Sat Oct 01 23:20:59 +0000 2016",197,"St. Petersburg, FL","164757225","Connecting people & sharing info about #art, #music, news, #socialmedia, #StPete, events, places & photos. My biz is Social Media & I Am Your Virtual Footprint.",2186,1607,"LibraGirlTracy","St Pete Beach, FL","St Pete Beach",27.7205685,-82.7428735,27.725,-82.7414
"280","RT @: In the Reuters Poll, Trump LEADS with married women by 8 points!  Oops!","7.8236e+17","en","Sat Oct 01 23:20:59 +0000 2016",2,NA,"556420533","Peace, Love, Tekkers | SUMS <U+26BD><U+FE0F> | @Taran__R <U+2764><U+FE0F> Susque2020",468,252,"_ryanM7_","Towson, MD","Towson",39.396352,-76.6151805,39.40854438,-76.59347807
"281","Look out Myrtle Beach here we come #GoVols","7.8236e+17","en","Sat Oct 01 23:21:00 +0000 2016",25,"Queens,NY","551579759","Your one stop for recording, events and photography. Home of the legendary Jam Master Jay.",41685,44386,"HOF_Studio","Queens, NY","Queens",40.6708795,-73.8311875,40.7066202,-73.7964271
"282","RT @: Trump tax release challenge to benefit veterans charities: https://t.co/fYtHJVI7oN
#Maddow","7.8236e+17","en","Sat Oct 01 23:21:00 +0000 2016",11,"Newport Beach, CA","262793092",NA,103,1046,"VTONEL","Paradise, NV","Paradise",36.0609645,-115.135165,36.09483326,-115.1716878
"283","Don't take my word for it. Just ""google"" the medical terms. Hillary is toast.","7.8236e+17","en","Sat Oct 01 23:21:01 +0000 2016",5,"North carolina","490028348","Comedian Find me telling jokes and hosting my own show at the 
High Point Radisson Hotel 
for bookings 336 587-2047",331,133,"CRBTheComedian","Charlotte, NC","Charlotte",35.209059,-80.8467855,35.22694444,-80.84333333
"284","RT @: Hispanic Men Beat Female Trump Supporter in Her Yard, Steal Her Trump Sign, Then Post VIDEO Online! https://t.co/kvWDbAUrOe","7.8236e+17","en","Sat Oct 01 23:21:01 +0000 2016",106,"Phoenix, AZ","28536490","Follow this account for geo-targeted Retail job tweets in Phoenix, AZ. Need help? Tweet us at @CareerArc!",528,311,"tmj_phx_retail","Phoenix, AZ","Phoenix",33.5528625,-112.1246765,33.4483771,-112.0740373
"285","RT @: We're going to make college debt-free for everyone in America. See how much you could save with Hillary's plan at ","7.8236e+17","en","Sat Oct 01 23:21:01 +0000 2016",1135,"USA","28447324","A #jobboard with 1000s of #jobs across the #USA in #Engineering #Manufacturing #IT #HealthCare #Science #Sales and every #career between. Find a #newjob today!",29251,30211,"cameroncraig","Chattanooga, TN","Chattanooga",35.0919545,-85.242564,35.0456297,-85.3096801
"286","RT @: 114,000 People Want To Stop Paying Obama While He Stumps For Hillary https://t.co/698LLt0gHn https://t.co/LXL4Yb5gua","7.8236e+17","en","Sat Oct 01 23:21:01 +0000 2016",172,NA,"1702914241","The Scoular Company manages commodity supply-chain risk for customers in growing segments of food, feed and renewable fuel markets.",153,96,"scoularcareers","Minneapolis, MN","Minneapolis",44.9706105,-93.2620465,44.977753,-93.2650108
"287","Very cool things at the #GuillermoDelToro exhibit at @ https://t.co/Odvbm6oMA6","7.8236e+17","en","Sat Oct 01 23:21:02 +0000 2016",2,NA,"1907949720","Currently a SAH mother of three under the age of 10 and slightly off my rocker!",33,115,"KristinLeighDeu","Palm Springs, CA","Palm Springs",33.8250795,-116.5172895,33.83241214,-116.5461343
"288","you should date https://t.co/H0YWr9DbGb","7.8236e+17","en","Sat Oct 01 23:21:02 +0000 2016",20,"Los Angeles, CA","2983200102","CLOUDS.",216,458,"tortoiseofbakla","California, USA","California",37.2691755,-119.3066075,38.0165908,-119.0093116
"289","@ vote DONALD TRUMP!","7.8236e+17","en","Sat Oct 01 23:21:02 +0000 2016",0,"Arizona, USA","1172852988","I.T. Support during the day, DJ during night",24,23,"dsdjtonyg","Buckeye, AZ","Buckeye",33.43562,-112.543989,33.4942,-112.491
"290","@ everyone has been making fun of Trump for the ""check out sex tape"" comparing him to past presidents but I bet if you check","7.8236e+17","en","Sat Oct 01 23:21:02 +0000 2016",241,"Earth","1414684496","Tweeting every earthquake occurrence reported by USGS.  Built and maintained by David Barkman aka @cybler.",6874,17,"everyEarthquake","California, USA","California",37.2691755,-119.3066075,33.8848343,-116.2549973
"291","OH MY GOSH  https://t.co/k6lqRtm0NG","7.8236e+17","en","Sat Oct 01 23:21:03 +0000 2016",53,"Southern California","2612506890","Tweeting every SoCal earthquake occurrence reported by USGS, within the rectangle of 32,-115.5 x 35,-121.",2191,2,"SoCalEq","California, USA","California",37.2691755,-119.3066075,33.8848343,-116.2549973
"292","Always &amp; forever Westlake football","7.8236e+17","en","Sat Oct 01 23:21:03 +0000 2016",19,NA,"48986914",NA,1035,2014,"reginaasaba","Bronx, NY","Bronx",40.8503475,-73.8494415,40.81792883,-73.90787302
"293","@ I miss u so much ","7.8236e+17","en","Sat Oct 01 23:21:03 +0000 2016",11,"quadcities • morocco • chicago","148192811","sc: safaakaroumia",944,490,"SafaaKaroumia","Chicago, IL","Chicago",41.8335845,-87.732013,41.97,-87.69
"294","Always delete convos that mean nothing to me lmao","7.8236e+17","en","Sat Oct 01 23:21:03 +0000 2016",43,"Florida","171327838","CEO ** HusschBoy = Artist Cristol , Castro   #Support ur Djs !!!!",3154,798,"IamHusschBoy","Paradise, NV","Paradise",36.0609645,-115.135165,36.10961676,-115.174654
"295","RT @: Hillary is just more of the same. She's been in public service for 30 years and hasn't done anything for middle class Amer","7.8236e+17","en","Sat Oct 01 23:21:03 +0000 2016",1,"Colorado","25948227","The worst at being humble. I want to right my wrongs. I want to give. Today is a gift. Always learning. Truth. Freedom. Music. bacon. Intentions. ArtSalesman.",65,74,"sevenless7","Boulder, CO","Boulder",40.0239815,-105.2426865,40.0194,-105.259
"296","@ no animals out here in the crowd...yet","7.8236e+17","en","Sat Oct 01 23:21:04 +0000 2016",9,"Douglasville, Ga.","423752704","Loves Jesus, Baseball, Football, Dogs, A messenger for Christ.",123,182,"JosephNoble2","Georgia, USA","Georgia",32.6782075,-83.1738665,33.6769566,-84.8021147
"297","@ @ @
Trump also had to debate Lester Holt - who turned out to be a Hillary-shill lying bastard!","7.8236e+17","en","Sat Oct 01 23:21:04 +0000 2016",3,"Houston, TX","269991715","instagram: morganlaurel",189,322,"MorganLaurel","Houston, TX","Houston",29.838495,-95.4464865,29.78730636,-95.77461355
"298","@ mines better I believe","7.8236e+17","en","Sat Oct 01 23:21:04 +0000 2016",511,"Nationwide","3144822634","Rethink Speedway. It's more than a convenience store... It's your career opportunity!",273,27,"SpeedwayJobs","Auburn, IN","Auburn",41.374191,-85.0597275,41.3669942,-85.0588575
"299","RT @: Arkansas rape victim comes forward after 40 years to call Hillary Clinton a liar @ @ http","7.8236e+17","en","Sat Oct 01 23:21:05 +0000 2016",1,"Amarillo, TX","3950126354","40Boyz Productions. • IG: @betterton_i . #40boyz",176,284,"betterton_ib","Amarillo, TX","Amarillo",35.2111155,-101.816092,35.18806345,-101.846957
"300","Really @ won that game! Refs gave them one of their touchdowns!!","7.8236e+17","en","Sat Oct 01 23:21:06 +0000 2016",15,"North Wilmington, DE","16520573","Sweet Dee. D Ley. Diggles. Sunshine. All of those people are me. Books. Music. Vinyl. Bourbon. Single Malt. Flyers Hockey. Harper Pup. Pura Vida.",341,340,"DaniLeySays","Pennsylvania, USA","Pennsylvania",41.1179365,-77.604684,39.84333,-75.53661
"301","Did Hillary Insult Sanderistas as 'Basement Dwellers'? NoJust the Opposite https://t.co/RuieAwg2bH via @","7.8236e+17","en","Sat Oct 01 23:21:07 +0000 2016",0,NA,"163597324","No se si lo que estoy haciendo esta bien o mal, lo unico de lo que estoy seguro es que lo seguiré haciendo.",136,138,"TAVLOSS","Monterrey, Nuevo León","Monterrey",25.6417185,-100.2935915,25.6770299,-100.29
"302","Donald Trump Once Appeared in Softcore Porn Video in 2000 -  #Trump #Porn  #SexTape  #Election2016  https://t.co/KGFAxG2WCB via @","7.8236e+17","en","Sat Oct 01 23:21:08 +0000 2016",107,"Washington, DC","21296526","Front-end Developer at @TrackMaven, Co-pilot @Heliskope, Editor-in-chief of @TATSDC, DJ @grodymusic & 1/2 of @weareplusmore",1742,300,"whammes","Washington, DC","Washington",38.898603,-77.0143985,38.9106,-77.02157
"303","there ain't shit to do in edna. ","7.8236e+17","en","Sat Oct 01 23:21:08 +0000 2016",10,"Black Hills SD","507667522","I like a good beer! #KCCO #Craftbeer",90,518,"Jiggs262","Sioux Falls, SD","Sioux Falls",43.5410145,-96.7311425,43.5139,-96.7538
"304","RT @: NYT writes puff piece on Tiffany Trump intended to soften Donald's image, admits Trump campaign guided it in piece ","7.8236e+17","en","Sat Oct 01 23:21:09 +0000 2016",48,"Queens, Nueva York ","24572158","Forever chasing the light. #Sonyalpha6000 #iphone6 Me on IG: @thefunkycold1 & I shoot for the @qnsnightmarket",987,874,"sharonmc17","Grapevine, TX","Grapevine",32.931834,-97.079654,32.89869275,-97.03869399
"305","Hillary Clinton trolls Trump with late-night tweets of her own: Hillary Clinton (or her staff) took a moment ... https://t.co/h2p6K9FCSC","7.8236e+17","en","Sat Oct 01 23:21:09 +0000 2016",7,"Dallas, TX","51947388","Just me.",175,669,"abfab_mogul","Dallas, TX","Dallas",32.8198585,-96.7617535,32.77972222,-96.75972222
"306","RT @:  LEAKED AUDIO: What @ has to say about @ supporters #BasementDwellers 
https://t.co/lBgZvbI8wS","7.8236e+17","en","Sat Oct 01 23:21:11 +0000 2016",28,"Varies.","61782795","World traveler, social commentator and G Adventures moderator.",337,255,"airportlimbo","Victoria, British Columbia","Victoria",48.4267305,-123.3583795,48.4287,-123.366
"307","RT @: I will #UnfollowTrump when Hillary returns money to those hungry, homeless kids in Haiti.. #BasementDwellers https://t.co/XRn0","7.8236e+17","en","Sat Oct 01 23:21:11 +0000 2016",41,"Denver, Colorado","728615580","Middle school teacher for #TeamDPS. @CUBoulder & @GonzagaU alum. #Writer, #Educator, #Tennis player, #Country girl, #Skier. Passionate #Catholic.",592,1066,"faithful_writer","Vail, CO","Vail",39.624827,-106.362797,39.6244576,-106.4251667
"308","RT @: Trump's porn film past pops up after Twitter 'sex tape' rant (PHOTO, VIDEO)  https://t.co/Ij101dqlsy https://t.co/VX6AhaE","7.8236e+17","en","Sat Oct 01 23:21:12 +0000 2016",9,"Hollywood, FL","483156186","Hair Stylist. Makeup Artist. Fashion Enthusist.",94,167,"sabynavarro","Hollywood, FL","Hollywood",26.03968,-80.1783915,26.04647596,-80.19142466
"309","lol thought college would be better than this","7.8236e+17","en","Sat Oct 01 23:21:13 +0000 2016",15,NA,"220150601",NA,247,788,"corbylpfc","Chaska, MN","Chaska",44.81615,-93.6039505,44.83411,-93.59098
"310","Sometimes I wonder why duos like DVBBS exist","7.8236e+17","en","Sat Oct 01 23:21:13 +0000 2016",1,"Muscatine, IA","772300717","mhs 2017",941,526,"aprilreade27","Muscatine, IA","Muscatine",41.4185915,-91.084775,41.43446269,-91.08549898
"311","Donald Trump's favorite anti-immigrant sheriff may finally lose an election https://t.co/EO66ISio3q via @","7.8236e+17","en","Sat Oct 01 23:21:14 +0000 2016",1,"baltimore","2180819592","Supporter of local craft beer and food. Amateur home cook.",39,170,"bzzool","Richmond, VA","Richmond",37.529883,-77.4931705,37.5647,-77.4572
"312","RT @: ""Hillary for prison!!""
""Let's make it happen"" https://t.co/cOBxoBzcn2","7.8236e+17","en","Sat Oct 01 23:21:14 +0000 2016",3,"Los Angeles","27390742","L' Armée des ombres",74,265,"eboneeb830","Los Angeles, CA","Los Angeles",34.0207895,-118.4119065,34.16639,-118.37589
"313","RT @: Thousands of #BasementDwellers &amp; Deplorables line up to see Trump in Manheim, PA hrs before rally scheduled to start https","7.8236e+17","en","Sat Oct 01 23:21:16 +0000 2016",3,"Cedar Falls, IA","205908188","University of Northern Iowa <U+270C><U+FE0F>",456,610,"Kuch_Katie","Cedar Falls, IA","Cedar Falls",42.516156,-92.453089,42.5354195,-92.4451218
"314","I'd be the worst pilgrim ever","7.8236e+17","en","Sat Oct 01 23:21:16 +0000 2016",51,"Queen Creek, Arizona","370243534","Full service Real Estate brokerage in Arizona.  We serve the Phoenix East Valley, and pride ourselves on our incredible customer service!",742,529,"DesertViewRealt","Scottsdale, AZ","Scottsdale",33.63934,-111.8583985,33.63455,-111.860838
"315","Best: Season 4.
Worst: Season 8. https://t.co/RQpbDC4MAA","7.8236e+17","en","Sat Oct 01 23:21:16 +0000 2016",1,"Chicago, IL","301579770","Walking tacos are exercise",363,321,"matth3wgillis","Wisconsin, USA","Wisconsin",44.900818,-89.5694915,45.12777778,-87.24694444
"316","hi please tag shawn , I just need his encouragement right now. .@ https://t.co/y3CMLaNwsS","7.8236e+17","en","Sat Oct 01 23:21:16 +0000 2016",302,"New York Metro Area","48479036",NA,2141,314,"alticeusajobs","Jericho, NY","Jericho",40.78736,-73.54401,40.7920441,-73.5398476
"317","Hillary Clinton trolls Trump with late-night tweets of her own: Hillary Clinton (or her staff) took a moment ... https://t.co/8VSEJwQdM3","7.8236e+17","en","Sat Oct 01 23:21:16 +0000 2016",11,"Bloomington, IN","1158836887","Craft beer enthusiast, hiker, job hater, retiree wannabe",48,147,"JGreebs","Dayton, OH","Dayton",39.780358,-84.200366,39.7442,-84.1884
"318","#insiders You say Trump reaches voters &amp; they're won over by his words,despite his lies &amp; ugly words.Glad 2 see you admit the media at fault","7.8236e+17","en","Sat Oct 01 23:21:16 +0000 2016",345,NA,"2992685762","Sonus enables and secures real-time communications so the world's leading service providers and enterprises can embrace SIP and 4G/LTE solutions.",402,447,"SonusnetJobs","Westford, MA","Westford",42.590147,-71.4417,42.5792583,-71.4378411
"319","I honestly don't have a clue how I got so lucky, Landon is perfect","7.8236e+17","en","Sat Oct 01 23:21:16 +0000 2016",1202,"United States","563319506","#CVSJobs: General tweets about open #jobs at #CVS Health only. Connect with our recruiters by following @CVSCareers",1313,18,"CVSHealthJobs","Manhattan, NY","Manhattan",40.780709,-73.9685415,40.7127837,-74.0059413
"320","RT @: Hillary describing herself 'as center-left to center-right' on tape shows that her progressive posture was another ","7.8236e+17","en","Sat Oct 01 23:21:16 +0000 2016",93,"Los Angeles, CA","541777043",NA,10662,214,"NateHolzapfel","Long Beach, CA","Long Beach",33.8091715,-118.1567105,33.8041,-118.158
"321","@ @ @    Thank you very much!","7.8236e+17","en","Sat Oct 01 23:21:16 +0000 2016",231,"Worldwide","4646810601","Bring your passion, drive and enthusiasm to our A+ team. We are looking for you! #hoteljobs #weareteamtrump",832,38,"weareteamtrump","Florida, USA","Florida",27.698682,-83.804475,25.8433674,-80.4326521
"322","Totally forgot how quickly Mizzou calls plays.","7.8236e+17","en","Sat Oct 01 23:21:16 +0000 2016",187,"San Jose, CA","23363279","Follow this account for geo-targeted Engineering job tweets in San Jose, CA. Need help? Tweet us at @CareerArc!",565,245,"tmj_sjc_eng","Sunnyvale, CA","Sunnyvale",37.378397,-122.0238405,37.36883,-122.0363496
"323","RT @: Hillary Clinton Threatened Smeared
&amp; Targeted Women To Silence Bills
Sexual Assault Victims 

#BasementDwellers
htt","7.8236e+17","en","Sat Oct 01 23:21:16 +0000 2016",329,"Denver, CO","22067017","Follow this account for geo-targeted Marketing/Ad/PR job tweets in Denver, CO. Need help? Tweet us at @CareerArc!",629,194,"tmj_den_adv","Denver, CO","Denver",39.713563,-104.9220935,39.7541032,-105.0002242
"324","Why didn't you fix it? It's part of debate prep. Making sure equipment works properly, dipshit #TrumpTrain https://t.co/GEIAoro9Ix","7.8236e+17","en","Sat Oct 01 23:21:17 +0000 2016",59,"Arizona","18032410","My life is a roller coaster ride and my hands are in the air. PT Dental Assistant, PT retail employee, novice astrologer & photographer. Semi-goth chick.",909,2117,"Heather_Kozan","Tempe, AZ","Tempe",33.392884,-111.928142,33.43126051,-111.9415842
"325","HAPPY FREAKING BDAY LILy !!!!!! Ily  https://t.co/rrPhU2GOVT","7.8236e+17","en","Sat Oct 01 23:21:17 +0000 2016",2,"Las Vegas, NV","267003190","Realtor at Simply Vegas Real Estate
If you chase two rabbits, you'll lose them both",42,81,"Basil_Phish","Nevada, USA","Nevada",38.502147,-117.0226945,36.29953003,-115.690445
"326","RT @: @ / I have faith the ppl. will win this election &amp; TRUMP will be our PRES. Because of TRUMP the truth is out","7.8236e+17","en","Sat Oct 01 23:21:17 +0000 2016",5,"Lehigh Acres, FL","219895010","Weather updates, forecast, warnings and information for Lehigh Acres, FL. Sources: http://OpenWeatherMap.org, NOAA, USGS.",85,1,"LehighAcresFL","Lehigh Acres, FL","Lehigh Acres",26.5998075,-81.661524,26.63,-81.62
"327","RT @: Will  @ run an editors note in newspaper 2 explain they tricked readers by reprinting bogus '99 Trump Cuba o","7.8236e+17","en","Sat Oct 01 23:21:18 +0000 2016",6,"The 190","1621491192","Brendan Farragher is the human equivalent of the bubonic plague",1331,1045,"TheRealMikeyDwy","Northfield, VT","Northfield",44.1463965,-72.657566,44.13949743,-72.66013538
"328","@ Get the GUTS to report on Hillary trashing Bernie and Trump's voters. Are you that gutless Blomberg?","7.8236e+17","en","Sat Oct 01 23:21:19 +0000 2016",17,"washington, dc","713720329","adorable/devious/nerd",44,92,"allodarling","Washington, DC","Washington",38.898603,-77.0143985,38.89135942,-77.01994817
"329","RT @: @ is a prime example that lying gets you nowhere. Ratings have dropped almost double since they have started reportin","7.8236e+17","en","Sat Oct 01 23:21:19 +0000 2016",3,"Texas, USA","2957623320","Go Check out My YouTube Channel.",127,238,"TheZombieGod777","Atascocita, TX","Atascocita",29.972668,-95.19268,29.98207434,-95.17547413
"330","RT @: Women are opening up a CAN of WhoopA$$ on Trump AKA Mr. UnFIT @ @  @ @ ","7.8236e+17","en","Sat Oct 01 23:21:19 +0000 2016",1,"Maine","79652417","Gotcha Boi",236,431,"Dunnc14","West Hartford, CT","West Hartford",41.762317,-72.7502315,41.76196,-72.73674
"331","RT @: Don't forget the time Hillary had a MINUTE LONG rally in LA due to being heckled. Nobody likes her!  #NeverHillary ","7.8236e+17","en","Sat Oct 01 23:21:19 +0000 2016",166,"Murray, KY/Paducah, KY","357023803","Keller Williams Experience Realty-Murray, KY/Paducah, KY
Murray: 270-753-1492
Paducah: 270-450-0827",378,25,"KWmurraypaducah","Kentucky, USA","Kentucky",37.822244,-85.7682405,36.6539162,-88.336761
"332","RT @: Black millennials don't want to vote for Hillary. Their grandmothers are trying to change their minds. My latest. https:","7.8236e+17","en","Sat Oct 01 23:21:19 +0000 2016",35,"Los Angeles, CA","172899395","Lawyer turned filmmaker. Home in L.A. Heart in West Virginia.",1705,1545,"JonMatthewsWV","Morgantown, WV","Morgantown",39.6293145,-79.9438375,39.650303,-79.95465
"333","@ is the godfather of catfishing with 'Online' since 2008  (@ )","7.8236e+17","en","Sat Oct 01 23:21:19 +0000 2016",478,NA,"30056162","The foundation of our success is our team of talented associates. Continued learning & new career challenges is a major focus. Join us in building a future!",320,32,"workatavalonbay","Plymouth, MA","Plymouth",41.9315925,-70.683829,41.9584457,-70.6672621
"334","Somebody come cook for me","7.8236e+17","en","Sat Oct 01 23:21:19 +0000 2016",227,NA,"551057467","We help individuals find fulfilling insurance & financial careers, and seek motivated individuals who will help people achieve financial security.",165,13,"countryrecruits","Illinois, USA","Illinois",39.7393005,-89.2665075,41.9141945,-88.3086867
"335","@ @ so you are suggesting he not answer Hillary the fat whore","7.8236e+17","en","Sat Oct 01 23:21:20 +0000 2016",20,"Los Angeles, Ca","248881509","Actor. Writer. Stanley Cup Champion. All inquiries: talent@network-models.com @patriksimpson 
Instagram: zaxelziegler",262,576,"zaxelziegler","Los Angeles, CA","Los Angeles",34.0207895,-118.4119065,34.139774,-118.38293
"336","pour a now it don't matter","7.8236e+17","en","Sat Oct 01 23:21:21 +0000 2016",3,NA,"296514253","Let all that you do be done in love ~1Corinthians16:14~",463,443,"french_fries0","Columbus, OH","Columbus",39.9946835,-82.985772,39.99852056,-83.00941937
"337","RT @: Hillary Clinton wants to expand the ACA &amp; Health Coverage to everyone.
Donald Trump wants to repeal the ACA.
There's no contes","7.8236e+17","en","Sat Oct 01 23:21:21 +0000 2016",21,"California, USA","616661209","Keeping up with all the things my family is into. Softball, soccer, surfing, basketball,camping, cowboying",77,302,"cowboywerks","Los Angeles, CA","Los Angeles",34.0207895,-118.4119065,34.0409,-118.255
"338","Subversive song-listing going on at Trump rally: They're playing You can't always get what u want; It was Funeral for a Friend' before","7.8236e+17","en","Sat Oct 01 23:21:21 +0000 2016",52,"Dallas, TX","326027612",NA,1934,47,"HoneyysLove","Plano, TX","Plano",33.0612425,-96.7349005,33.075066,-96.711626
"339","I wish I can use my head more ","7.8236e+17","en","Sat Oct 01 23:21:22 +0000 2016",47,"40.888866, -73.830887","246689823","love the smell of basements. nerdish. music is life! content curator @hiphopweekly & on air personality + audio engineer @hot957 @cbsradio kimsomajor@gmail",1117,602,"KimSoMajor","Houston, TX","Houston",29.838495,-95.4464865,29.72923851,-95.44042657
"340","""I'll pray for you"" is a nice thing to say to a lot of people in a lot of situations. For others, it's offensive! TERESA NEWSOME","7.8236e+17","en","Sat Oct 01 23:21:22 +0000 2016",1,"scorpio","3228039672","<U+24E5>",1127,288,"SPIDERCIDER__","Chandler, AZ","Chandler",33.2824505,-111.8808735,33.30239396,-111.8996113
"341","RT @: Well, that's sad. A lot of good times at The Ted. Can't wait to see the new park though. https://t.co/PumdjOeSEt","7.8236e+17","en","Sat Oct 01 23:21:22 +0000 2016",0,"Dallas, TX, USA","49700075","#Art #AshStudios #NewYork #Texan #Cistercian #BTWHSPVA #SFAI #AICAD #NYC #PARSONS #SVA #Painting #Sculpture #DFW",493,3,"fredvillanueva","Dallas, TX","Dallas",32.8198585,-96.7617535,32.77863,-96.76984
"342","Tired","7.8236e+17","en","Sat Oct 01 23:21:23 +0000 2016",12,"West Vancouver","77484467","SFU graduate student who loves to golf, drink craft beer, enjoys skiing, and is a Canucks fan.",183,300,"p_allard","Abbotsford, British Columbia","Abbotsford",49.0869965,-122.2670745,49.0363388,-122.1841431
"343","@ Im too pussy I jus put makeup over it ","7.8236e+17","en","Sat Oct 01 23:21:24 +0000 2016",121,"San Jose, CA","38038554","Follow this account for geo-targeted Other job tweets in San Jose, CA. Need help? Tweet us at @CareerArc!",746,542,"tmj_sjc_jobs","Santa Clara, CA","Santa Clara",37.37099,-121.967821,37.3541079,-121.9552356
"344","Unbelievable Anderson Cooper we use to like you and respect you  https://t.co/aJTwfUvwjc","7.8236e+17","en","Sat Oct 01 23:21:24 +0000 2016",149,"San Francisco, CA","22966544","Follow this account for geo-targeted Office/Clerical job tweets in San Francisco, CA. Need help? Tweet us at @CareerArc!",413,232,"tmj_sfo_cler","South San Francisco, CA","South San Francisco",37.6587985,-122.4231185,37.6531903,-122.4184108
"345","RT @: But apparently somebody is watching us at 3 am. https://t.co/Pkzky0hEtE","7.8236e+17","en","Sat Oct 01 23:21:25 +0000 2016",99,"San Diego, CA","28537266","Follow this account for geo-targeted Retail job tweets in San Diego, CA. Need help? Tweet us at @CareerArc!",545,324,"tmj_san_retail","Chula Vista, CA","Chula Vista",32.633767,-117.022463,32.6400541,-117.0841955
"346","Amazing visit today at the University of Michigan! #goblue  https://t.co/qw9m6BE6Tj","7.8236e+17","en","Sat Oct 01 23:21:25 +0000 2016",3,NA,"132617985","Distinguished Gentleman since '82.....giving the world a piece of my mind one tweet at a time!  
Author of  the cook book Oodles of Options.",248,192,"mrigotoptions","Manhattan, NY","Manhattan",40.780709,-73.9685415,40.7541695,-73.9825668
"347","Stooodis","7.8236e+17","en","Sat Oct 01 23:21:26 +0000 2016",109,"Rockville, MD","2532895171","At CESLC we are committed to providing outstanding care for our seniors. Come see why over 200 staff members have been with us for more than 10 years!",46,3,"CESLCCareers","North Bethesda, MD","North Bethesda",39.043469,-77.1202525,39.0535541,-77.1347642
"348","LIVE Stream: Donald Trump Rally in Manheim, PA 10/1/16 https://t.co/ZvVHSfimS4 via @","7.8236e+17","en","Sat Oct 01 23:21:26 +0000 2016",2,NA,"437175394","856 | 252 ECU sc: a_schneeman",916,317,"allieschneeman","University, FL","University",28.588445,-81.1972755,28.60192736,-81.20068533
"349","the very best xoxo @ https://t.co/Ge2xKKYSna","7.8236e+17","en","Sat Oct 01 23:21:26 +0000 2016",4,"enfield ct","45065842","I'm technology wizard. I desire speed & that's my hobby.In real life i sell & sell more.Want a new Toyota or used vehicle? Got to go to Gale Toyota in 06082",55,268,"aronmatmike","Enfield, CT","Enfield",41.9661805,-72.5628615,41.9761,-72.5922
"350","RT @: .@ would do more for working moms in his first 30 days than Hillary has done in the last 30 years https:/","7.8236e+17","en","Sat Oct 01 23:21:27 +0000 2016",2,"BX","297780683","Regardless of how it goes down, life goes on",174,279,"Raystacksem","Dubuque, IA","Dubuque",42.510656,-90.7104695,42.50057959,-90.66402912
"351","RT @: Hillary Mocks Bernie Supporters 'Living In Parents Basement'... https://t.co/iiKcvuDUaD","7.8236e+17","en","Sat Oct 01 23:21:27 +0000 2016",608,"All Across The U.S.","2497000586","Follow us for job tweets about available positions with Simon across all of our various mall and office locations around the country.",1324,1626,"SimonCareers","Lafayette, IN","Lafayette",40.407236,-86.8467525,40.4167022,-86.8752869
"352","RT @: Trump Gives Insight Into Strategy For Next Debate | The Daily Caller #news  https://t.co/Ya0sb8QyGs","7.8236e+17","en","Sat Oct 01 23:21:27 +0000 2016",59,"Sarasota, FL","17475637","Multimedia journo w/ an addiction to coffee & sunshine. Here is where I make ridiculous remarks. For news follow @RachelO_Photog.",818,960,"photophusion","St Pete Beach, FL","St Pete Beach",27.7205685,-82.7428735,27.71344,-82.7373099
"353","I love J he's really my heart ","7.8236e+17","en","Sat Oct 01 23:21:28 +0000 2016",531,NA,"2314156260","CGI’s entrepreneurial culture and flexible work environment offer exciting opportunities to grow your career and make a difference. Join our talent community.",521,0,"CGI_Jobs","Washington, DC","Washington",38.898603,-77.0143985,38.9071923,-77.0368707
"354","Washington Post editorial: #Trump, #Breitbart 'normalizing #bigotry' https://t.co/osXkKLMs0Y and #FoxNews https://t.co/2VBt3a7Vnu","7.8236e+17","en","Sat Oct 01 23:21:28 +0000 2016",0,"West Columbia, TX","2807564922","Mary Kay Independent Beauty Consultant",3,19,"979Ashley","West Columbia, TX","West Columbia",29.146367,-95.6399205,29.1414,-95.6469
